name,operator,address,lat,lon,point_type,opening_hours,phone,prepare_instruction
WOJEWÓDZKI SZPITAL SPECJALISTYCZNY IM. MARII SKŁODOWSKIEJ-CURIE W ZGIERZU,,ZGIERZ 95-100 PARZĘCZEWSKA 35,51.862656,19.3914339,hospital,24/7,427144500,
AMERICAN HEART OF POLAND SPÓŁKA AKCYJNA,,USTROŃ 43-450 SANATORYJNA,49.7069779,18.8330128,hospital,24/7,327604600,
ZGIERSKIE CENTRUM KARDIOLOGII MED - PRO POLSKO-AMERYKAŃSKICH KLINIK SERCA,,ZGIERZ 95-100 PARZĘCZEWSKA 35,51.862656,19.3914339,hospital,24/7,422314710,
WOJEWÓDZKI SZPITAL ZESPOLONY W KIELCACH,,KIELCE 25-736 GRUNWALDZKA 45,50.8733192,20.6009163600855,hospital,24/7,413671301,
WOJEWÓDZKI SZPITAL ZESPOLONY W KIELCACH,,KIELCE 25-317 RADIOWA 7,50.87486545,20.6376982470513,hospital,24/7,413637131,
POWIATOWY ZAKŁAD OPIEKI ZDROWOTNEJ W STARACHOWICACH,,STARACHOWICE 27-200 RADOMSKA 70,51.0641001,21.0723778,hospital,24/7,412739145,
ZESPÓŁ OPIEKI ZDROWOTNEJ W BUSKU-ZDROJU,,BUSKO-ZDRÓJ 28-100 BOHATERÓW WARSZAWY 67,50.4680352,20.7046523104,hospital,24/7,413782404,
ZESPÓŁ OPIEKI ZDROWOTNEJ W BUSKU-ZDROJU,,BOHATERÓW WARSZAWY 67 28-100 BUSKO-ZDRÓJ,50.4680352,20.7046523104,hospital,24/7,413782401,
ŚWIĘTOKRZYSKIE CENTRUM PSYCHIATRII W MORAWICY,,MORAWICA 26-026 SPACEROWA 5,50.78622,20.61331,hospital,24/7,413641234,
UZDROWISKO BUSKO-ZDRÓJ S.A.,,BUSKO-ZDRÓJ 28-100 GEN. F. RZEWUSKIEGO 1,50.467279,20.719308,hospital,24/7,413703200,
"SANATORIUM UZDROWISKOWE ""MIKOŁAJ""",,BUSKO-ZDRÓJ 28-100 1 MAJA 3,50.4611425,20.7207556,hospital,24/7,413703226,
ŚWIĘTOKRZYSKIE CENTRUM RATOWNICTWA MEDYCZNEGO I TRANSPORTU SANITARNEGO W,,KIELCE 25-311 ŚW. LEONARDA 10,50.879655,20.628806,transport,24/7,413446503,
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W CZŁUCHOWIE,,CZŁUCHÓW 77-300 SZCZECIŃSKA 16,53.6609588,17.3536314,hospital,24/7,598342459,
WOJEWÓDZKI SZPITAL SPECJALISTYCZNY IM. JANUSZA KORCZAKA W SŁUPSKU SPÓŁKA Z,,SŁUPSK 76-200 HUBALCZYKÓW 1,54.4516851,17.0637619,hospital,24/7,598460600,
SZPITAL SPECJALISTYCZNY IM. J. K. ŁUKOWICZA W CHOJNICACH,,CHOJNICE 89-600 LEŚNA 10,53.7124365,17.5483145,hospital,24/7,523956769,
7 SZPITAL MARYNARKI WOJENNEJ Z PRZYCHODNIĄ SAMODZIELNY PUBLICZNY,,GDAŃSK 80-305 POLANKI 117,54.3933341,18.5662528422412,hospital,24/7,585526326,
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ MSWIA W GDAŃSKU,,GDAŃSK 80-104 KARTUSKA 4/6,54.3507893,18.6353301,hospital,24/7,583098200,
UNIWERSYTECKIE CENTRUM MEDYCYNY MORSKIEJ I TROPIKALNEJ,,GDYNIA 81-519 POWSTANIA STYCZNIOWEGO 9B,54.4874074,18.5488374,hospital,24/7,586998506,
SZPITALE TCZEWSKIE SPÓŁKA AKCYJNA,,TCZEW 83-110 WOJSKA POLSKIEGO 5,54.08610005,18.789810645151,hospital,24/7,587776673,
POMORSKIE CENTRUM TOKSYKOLOGII SPÓŁKA Z OGRANICZONĄ,,GDAŃSK 80-104 KARTUSKA 4/6,54.3507893,18.6353301,hospital,24/7,586820404,
SZPITAL DZIECIĘCY POLANKI IM. MACIEJA PŁAŻYŃSKIEGO W GDAŃSKU SP. Z O.O.,,GDAŃSK 80-308 POLANKI 119,54.39553395,18.5610613991729,hospital,24/7,585525081,
SZPITAL SPECJALISTYCZNY W PRABUTACH SPÓŁKA Z OGRANICZONĄ,,PRABUTY 82-550 KURACYJNA 30,53.7380131,19.2078884726554,hospital,24/7,552624328,
SZPITAL SPECJALISTYCZNY W KOŚCIERZYNIE SPÓŁKA Z OGRANICZONĄ,,KOŚCIERZYNA 83-400 ALOJZEGO PIECHOWSKIEGO 36,54.1212073,17.949461275287,hospital,24/7,586860111,
SZPITAL MIEJSKI W MIASTKU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,MIASTKO77-200 GEN. J. WYBICKIEGO 30,54.011965,16.984461,hospital,24/7,"598570900,598570916,598570917,598570934,598570902",
FALCK MEDYCYNA SPÓŁKA Z OGRANICZONĄ,,WARSZAWA 01-102 JANA OLBRACHTA 94,52.2345364,20.9288174841809,hospital,24/7,225359100,
WOJEWÓDZKI SZPITAL SPECJALISTYCZNY W TYCHACH,,TYCHY 43-100 EDUKACJI 102,50.11318685,19.0084217798623,hospital,24/7,323255148,
SZPITAL POWIATOWY W ZAWIERCIU,,ZAWIERCIE 42-400 MIODOWA 14,50.48177495,19.4088093146077,hospital,24/7,326740200,
SZPITAL REJONOWY IM. DR. JÓZEFA ROSTKA W RACIBORZU,,RACIBÓRZ 47-400 GAMOWSKA 3,50.1016677,18.2023529,hospital,24/7,327555000,
ZDROWOTNEJ POLSKIEJ GRUPY MEDYCZNEJ IM. POLONII ŚWIATA,,RACIBÓRZ 47-400 GAMOWSKA 3A,50.1168972,18.1407407,hospital,24/7,324545985,
SZPITAL SPECJALISTYCZNY NR 1 W BYTOMIU,,BYTOM 41-902 STEFANA ŻEROMSKIEGO 7,50.35253005,18.9223490382014,hospital,24/7,323963200,
SZPITAL SPECJALISTYCZNY NR 1 - ODDZIAŁ OBSERWACYJNO-ZAKAŹNY,,BYTOM 41-902 ALEJA LEGIONÓW 49,50.35365345,18.9118963610471,hospital,24/7,322819241,
SZPITAL SPECJALISTYCZNY W CHORZOWIE,,CHORZÓW 41-500 ZJEDNOCZENIA 10,50.292197,18.9531059408123,hospital,24/7,323463615,
WOJEWÓDZKI SZPITAL SPECJALISTYCZNY IM. N.M.P.,,CZĘSTOCHOWA 42-200 BIALSKA 104/118,50.83005025,19.0920863648342,hospital,24/7,343673000,
WOJEWÓDZKI SZPITAL SPECJALISTYCZNY IM. N.M.P. ODDZIAŁ OBSERWACYJNO-ZAKAŹNY,,CZĘSTOCHOWA 42-200 PCK 7,50.8295982,19.1129477512973,hospital,24/7,343673015,
ZESPÓŁ ZAKŁADÓW OPIEKI ZDROWOTNEJ W CIESZYNIE,,CIESZYN 43-400 BIELSKA 4,49.7462769,18.6389878,hospital,24/7,338549200,
DYREKCJA REJONOWE POGOTOWIE RATUNKOWE (RPR) W SOSNOWCU,,SOSNOWIEC 41-200 TEATRALNA 9,50.27057155,19.1252062486767,transport,24/7,323636032,
BIELSKIE POGOTOWIE RATUNKOWE,,BIELSKO-BIAŁA 43-300 EMILII PLATER 14,49.820159,19.0248275,transport,24/7,338159045,
WOJEWÓDZKIE POGOTOWIE RATUNKOWE W KATOWICACH,,KATOWICE 40-024 POWSTAŃCÓW 52,50.2516874,19.0328129,transport,24/7,326093140,
SP ZOZ STACJA POGOTOWIA RATUNKOWEGO,,CZĘSTOCHOWA 42-202 JANA KILIŃSKIEGO 10,50.81313105,19.1142403899889,transport,24/7,343785233,
SP ZOZ ZESPÓŁ OPIEKI ZDROWOTNEJ W LUBLIŃCU,,LUBLINIEC 42-700 SOBIESKIEGO 9,50.66526685,18.6809904616172,hospital,24/7,343506380,
SP ZESPÓŁ OPIEKI ZDROWOTNEJ W MYSZKOWIE,,MYSZKÓW 42-300 ALEJA WOLNOŚCI 29,50.5726125,19.3068908,hospital,24/7,343138880,
WODZISŁAWIU ŚLĄSKIM Z SIEDZIBĄ W WODZISŁAWIU ŚLĄSKIM,,WODZISŁAW ŚLĄSKI 44-300 26 MARCA 51,50.0087305,18.4642327,hospital,24/7,324591800,
ZESPÓŁ OPIEKI ZDROWOTNEJ W KŁOBUCKU,,KŁOBUCK 42-100 11 LISTOPADA 5C,50.90664005,18.9374659397547,hospital,24/7,343172206,
JURA RESCUE TEAM S.C.,,ZAWIERCIE 42-400 WŁADYSŁAWA JAGIEŁŁY 10,50.4975902,19.42297,transport,24/7,513131273,
DANRECH SPECJALISTYCZNY TRANSPORT MEDYCZNY DANIEL PORC,,DĄBROWA GÓRNICZA 42-530 MODRZEJOWSKA 2,50.3106727,19.2848756,transport,24/7,530234316,
ESKULAP WYJAZDOWA POMOC MEDYCZNA,,ZABRZE 41-818 JANA HEWELIUSZA 13,50.33025895,18.7746136259663,transport,24/7,500047483,
SZPITAL WOJEWÓDZKI W OPOLU,,OPOLE 45-061 KATOWICKA 64,50.67073455,17.9362909487377,hospital,24/7,"774433043,774433599,774433385,774433386,774433316,774433315,774433284,774433253,774433241,774433282,774433285",
SP ZAKŁAD OPIEKI ZDROWOTNEJ MSWIA W OPOLU,,OPOLE 45-075 KRAKOWSKA 44,50.6633741,17.9253812435547,hospital,24/7,774011100,
SP ZESPÓŁ OPIEKI ZDROWOTNEJ W KĘDZIERZYNIE-KOŹLU,,KĘDZIERZYN-KOŹLE 47-200 24 KWIETNIA 5,50.33216785,18.1497321430775,hospital,24/7,774062500,
BRZESKIE CENTRUM MEDYCZNE,,BRZEG 49-301 SERGIUSZA MOSSORA 1,50.8575286,17.477381,hospital,24/7,"774446536,774446614,774446610,774446609",
SZPITAL POWIATOWY SPZOZ ODDZIAŁ CHORÓB WEWNĘTRZNYCH,,GŁUBCZYCE48-100SKŁODOWSKIEJ 26,50.91148,13.318443,hospital,24/7,"774801109,774801107,774801108",
POWIATOWE CENTRUM ZDROWIA S.A. W KLUCZBORKU,,KLUCZBORK46-200SKŁODOWSKIEJ-CURIE 23,50.911207,13.31769,hospital,24/7,774173500,
ODDZIAŁ CHORÓB WEWNĘTRZNYCH,,KLUCZBORK46-200SKŁODOWSKIEJ-CURIE 23,50.911207,13.31769,hospital,24/7,"774173561,774173559,774173558,774173560,774173565",
OPOLSKIE CENTRUM RATOWNICTWA MEDYCZNEGO,,OPOLE 45-369 ADAMA MICKIEWICZA 2-4,50.6664716,17.9381356,hospital,24/7,774413639,
ZESPÓŁ TRANSPORTU SANITARNEGO,,OPOLE 45-369 ADAMA MICKIEWICZA 2-4,50.6664716,17.9381356,transport,24/7,"600498685,690497875,774413600,775513601",
"KLINICZNE CENTRUM GINEKOLOGII, POŁOŻNICTWA I NEONATOLOGII W OPOLU",,OPOLE 45-057 REYMONTA 8,50.66681125,17.9284108619044,hospital,24/7,774545401,
WOJEWÓDZKI SZPITAL SPECJALISTYCZNY IM. ŚW. JADWIGI W OPOLU,,OPOLE 45-221 WODOCIĄGOWA 4,50.6760187,17.940564594867,hospital,24/7,775414200,
PRUDNICKIE CENTRUM MEDYCZNE SPÓŁKA AKCYJNA W PRUDNIKU,,PRUDNIK 48-200 SZPITALNA 14,50.32361145,17.5692491745991,hospital,24/7,774067800,
SZPITAL OGÓLNY IM. DR WITOLDA GINELA W GRAJEWIE,,GRAJEWO 19-200 KONSTYTUCJI 3 MAJA 34,53.64611755,22.4699462806249,hospital,24/7,862723271,
PRZEDSIĘBIORSTWO OPIEKI SZPITALNEJ - ODDZIAŁ OBSERWACYJNO - ZAKAŹNY,,GRAJEWO 19-200 KONSTYTUCJI 3 MAJA 34,53.64611755,22.4699462806249,hospital,24/7,862723271,
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W AUGUSTOWIE,,AUGUSTÓW 16-300 SZPITALNA 12,53.8480175,22.9887483,hospital,24/7,876444284,
SZPITAL - ODDZIAŁ OBSERWACYJNO - ZAKAŹNY,,AUGUSTÓW 16-300 SZPITALNA 12,53.8480175,22.9887483,hospital,24/7,876444250,
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W HAJNÓWCE SZPITAL IM. LEK. WŁODZIMIERZA MANTIUKA ,,HAJNÓWKA 17-200 DOC. ADAMA DOWGIRDA 9,52.741585,23.586658,hospital,24/7,856829202,
SZPITAL WOJEWÓDZKI IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO W ŁOMŻY,,ŁOMŻA 18-404 MARSZAŁKA JÓZEFA PIŁSUDSKIEGO 11,53.160637,22.087161,hospital,24/7,864733624,
SZPITAL SPECJALISTYCZNY - KLINIKA CHORÓB ZAKAŹNYCH I NEUROINFEKCJI,,BIAŁYSTOK 15-540 ŻURAWIA 14,53.1097655,23.1891930013353,hospital,24/7,857409573,
UNIWERSYTECKI DZIECIĘCY SZPITAL KLINICZNY IM. L. ZAMENHOFA,,BIAŁYSTOK 15-274 JERZEGO WASZYNGTONA 17,53.12359085,23.1559140577611,hospital,24/7,857450500,
WOJEWÓDZKA STACJA POGOTOWIA RATUNKOWEGO SP ZOZ W SUWAŁKACH,,SUWAŁKI 16-400 MICKIEWICZA 11 ,54.063077,22.964111,transport,24/7,875662268,
WOJEWÓDZKA STACJA POGOTOWIA RATUNKOWEGO SAMODZIELNY PUBLICZNY,,"ŁOMŻA 18-400 SZOSA ZAMBROWSKA 1/19 
",53.1737366,22.0798936,transport,24/7,862166215,
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ WOJEWÓDZKA STACJA POGOTOWIA RATUNKOWEGO,,BIAŁYSTOK 15-874 POLESKA 89,53.13769,23.144253,transport,24/7,856637301,
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ MSWIA,,BIAŁYSTOK 15-471 FABRYCZNA 27,53.13935395,23.1658275038046,hospital,24/7,858693550,
"STOWARZYSZENIE POMOCY RODZINOM
""NADZIEJA""",,ŁOMŻA 18-400 ZAWADZKA 55,53.1578185,22.0757325554692,hospital,24/7,600101162,
SZPITAL UNIWERSYTECKI W KRAKOWIE - SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ,,KRAKÓW 30-688 M. JAKUBOWSKIEGO 2,50.052652,19.987345,hospital,24/7,124002000,
SZPITAL SPECJALISTYCZNY IM. STEFANA ŻEROMSKIEGO SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W KRAKOWIE,,KRAKÓW 31-913 OS. NA SKARPIE 66,50.06550345,20.0461958962875,hospital,24/7,"126229403,126229390,126229502",
SPECJALISTYCZNY SZPITAL IM. E. SZCZEKLIKA W TARNOWIE,,TARNÓW 33-100 SZPITALNA 13,50.0161723,20.9947686,hospital,24/7,146310100,
SPECJALISTYCZNY SZPITAL IM. E. SZCZEKLIKA W TARNOWIE,,TARNÓW 33-100 SZPITALNA 13,50.0161723,20.9947686,hospital,24/7,"146310498,146310419,146310508",
SZPITAL SPECJALISTYCZNY IM. JĘDRZEJA ŚNIADECKIEGO W NOWYM SĄCZU,,NOWY SĄCZ 33 - 300 MŁYŃSKA 10,49.61975215,20.7003043172548,hospital,24/7,8184438877,
SZPITAL. SPZOZ. ODDZIAŁ CHORÓB ZAKAŹNYCH,,DĄBROWA 1 WIELOGŁOWY 33-311,49.6731,20.69125,hospital,24/7,8184432123,
NOWY SZPITAL W OLKUSZU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,OLKUSZ 32-300 1000-LECIA 13,50.268612,19.5670453,hospital,24/7,8412401200,
SAMODZIELNY PUBLICZNY ZESPÓŁ OPIEKI ZDROWOTNEJ W PROSZOWICACH,,PROSZOWICE 32-100 MIKOŁAJA KOPERNIKA 13,50.1859056,20.2990295,hospital,24/7,"123865210,123865211,123865160",
SZPITAL ŚW. ANNY W MIECHOWIE,,MIECHÓW 32-200 SZPITALNA 3,50.3539707,20.0345555,hospital,24/7,"413820100,413820289,413820364,413820299",
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ - SĄDECKIE POGOTOWIE RATUNKOWE,,NOWY SĄCZ 33-300 ŚNIADECKICH 15 ,49.6167789,20.7033002,hospital,24/7,8184420949,
PODHALAŃSKI SZPITAL SPECJALISTYCZNY IM. JANA PAWŁA II W NOWYM TARGU,,NOWY TARG 34-400 SZPITALNA 14 ,49.49013635,20.0276193429691,hospital,24/7,8182633001,
MAŁOPOLSKA KOLUMNA TRANSPORTU SANITARNEGO W TARNOWIE,,TARNÓW 33-100 CHYSZOWSKA 10 ,50.00912965,20.9593948982068,transport,24/7,8146210498,
SZPITAL POWIATOWY W LIMANOWEJ IMIENIA MIŁOSIERDZIA BOŻEGO,,LIMANOWA 34-600 PIŁSUDSKIEGO 61 ,49.7165578,20.4137663,hospital,24/7,8183301700,
POWIATOWA STACJA POGOTOWIA RATUNKOWEGO W TARNOWIE,,TARNÓW 33-100 AL. MATKI BOŻEJ FATIMSKIEJ 2 ,50.016426,20.9918184556121,transport,24/7,8146217791,
"SAMODZIELNY PUBLICZNY SZPITAL KLINICZNY NR1 W LUBLINIE,",,LUBLIN 20-081 STASZICA 16,51.2506105,22.5625164072842,hospital,24/7,815323935,
LECZNICTWO SZPITALNE SPSK NR 1 W LUBLINIE,,LUBLIN 20-081 STASZICA 16,51.2506105,22.5625164072842,hospital,24/7,815323935,
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W ŁUKOWIE,,ŁUKÓW 21-400 DOKTORA A. ROGALIŃSKIEGO 3,51.931985,22.379575,hospital,24/7,257982980,
SAMODZIELNY PUBLICZNY SZPITAL WOJEWÓDZKI IM. JANA BOŻEGO W LUBLINIE,,LUBLIN 20-089 MIECZYSŁAWA BIERNACKIEGO 9,51.25574145,22.567671186553,hospital,24/7,817402039,
WOJEWÓDZKI SZPITAL SPECJALISTYCZNY W BIAŁEJ PODLASKIEJ,,BIAŁA PODLASKA 21-500 TEREBELSKA 57-65,52.0465,23.11073,hospital,24/7,834147211,
SAMODZIELNY PUBLICZNY WOJEWÓDZKI SZPITAL SPECJALISTYCZNY W CHEŁMIE-SZPITAL,,CHEŁM 22-100 SZPITALNA 53B,51.1486152,23.4564193,hospital,24/7,825623223,
SAMODZIELNY PUBLICZNY ZESPÓŁ OPIEKI ZDROWOTNEJ W TOMASZOWIE LUBELSKIM,,TOMASZÓW LUBELSKI 22-600 ALEJE GRUNWALDZKIE 1,50.443058,23.4159827,hospital,24/7,846644411,
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W PUŁAWACH,,PUŁAWY 24-100 JÓZEFA BEMA 1,51.420829,21.9750042,hospital,24/7,814502274,
SZPITAL POWIATOWY,,BIŁGORAJ 23-400 POJASKA 5,50.52952125,22.7136909065445,hospital,24/7,846882205,
SAMODZIELNA PUBLICZNA STACJA POGOTOWIA RATUNKOWEGO I TRANSPORTU SANITARNEGO W ZAMOŚCIU,,ZAMOŚĆ 22-400 STAROWIEJSKA 23,50.7315779,23.273673,transport,24/7,846384065,
WOJEWÓDZKIE POGOTOWIE RATUNKOWE SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W LUBLINIE,,LUBLIN 20-043 SPADOCHRONIARZY 8,51.2482238,22.5320237,hospital,24/7,815337790,
STACJA POGOTOWIA RATUNKOWEGO SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W BIAŁEJ PODLASKIEJ,,BIAŁA PODLASKA 21-500 WARSZAWSKA 20,52.03124105,23.1096546085012,transport,24/7,833434068,
STACJA RATOWNICTWA MEDYCZNEGO W CHEŁMIE SPZOZ,,CHEŁM 22-100 REJOWIECKA 128,51.1463962,23.4373763,transport,24/7,825655234,
SZPITAL UNIWERSYTECKI IMIENIA KAROLA MARCINKOWSKIEGO W ZIELONEJ GÓRZE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,ZIELONA GÓRA 65-046 ZYTY 26,51.94147015,15.5194597114492,hospital,24/7,"683296478,683296481,683296200",
WIELOSPECJALISTYCZNY SZPITAL WOJEWÓDZKI W GORZOWIE WLKP. SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,GORZÓW WIELKOPOLSKI 66-400 JANA DEKERTA 1,52.7635523,15.2377100726301,hospital,24/7,957332249,
ODDZIAŁ ANESTEZJOLOGII I INTENSYWNEJ TERAPII,,GORZÓW WIELKOPOLSKI 66-400 FRANCISZKA WALCZAKA 42,52.75751395,15.2700392253143,hospital,24/7,957332258,
105. KRESOWY SZPITAL WOJSKOWY Z PRZYCHODNIĄ SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ,,ŻARY 68-200 DOMAŃSKIEGO 2,51.6415692,15.1484862622133,hospital,24/7,684708849,
105. KRESOWY SZPITAL WOJSKOWY Z PRZYCHODNIĄ FILIA ŻAGAŃ,,ŻAGAŃ 68-100 ŻELAZNA 1A,51.6124839,15.3319936396654,hospital,24/7,"684772308,684772312,684772293",
WOJEWÓDZKI SZPITAL ZAKAŹNY W WARSZAWIE,,WARSZAWA 01-201 WOLSKA 37,52.2344027,20.9719530132082,hospital,24/7,223355261,
MAZOWIECKI SZPITAL SPECJALISTYCZNY IM. DR. JÓZEFA PSARSKIEGO W OSTROŁĘCE,,OSTROŁĘKA 07-410 AL. JANA PAWŁA II 120A,53.0623124,21.5901177,hospital,24/7,"297651263,297651254,297652118",
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W SIEDLCACH,,SIEDLCE 08 -110 JANA KILIŃSKIEGO 29,52.1629329,22.275448,hospital,24/7,256322061,
WOJSKOWY INSTYTUT MEDYCZNY CENTRALNEGO SZPITALA KLINICZNEGO MINISTRESTWA OBRONY NARODOWEJ,,WARSZAWA 04-141 SZASERÓW 128,52.25207525,21.0890925737613,hospital,24/7,261818622,
UNIWERSYTECKIE CENTRUM KLINICZNE WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO - DZIECIĘCY SZPITAL KLINICZNY IM. JÓZEFA POLIKARPA BRUDZIŃSKIEGO W WARSZAWIE,,WARSZAWA 02-097 BANACHA 1A,52.2098474,20.9843448,hospital,24/7,223179231,
SPECJALISTYCZNY SZPITAL WOJEWÓDZKI W CIECHANOWIE,,CIECHANÓW 06-400 POWSTAŃCÓW WIELKOPOLSKICH 2,52.8835407,20.6345738606436,hospital,24/7,236730277,
RADOMSKI SZPITAL SPECJALISTYCZNY IM. TYTUSA CHAŁUBIŃSKIEGO,,RADOM 26-610 LEKARSKA,51.4001093,21.1459725,hospital,24/7,483615220,
RADOMSKI SZPITAL SPECJALISTYCZNY,,RADOM 26-610 TOCHTERMANA 1,51.3998949,21.1458909,hospital,24/7,483615220,
CENTRALNY SZPITAL KLINICZNY MINISTERSTWA SPRAW WEWNĘTRZNYCH I ADMINISTRACJI W WARSZAWIE,,WARSZAWA 02-507 WOŁOSKA 137,52.19902895,20.9983573717488,hospital,24/7,225081850,
ZESPÓŁ OPIEKI ZDROWOTNEJ W NYSIE,,NYSA 48-300 BOHATERÓW WARSZAWY 34,50.47106205,17.3283169276505,hospital,24/7,774087830,
ODDZIAŁ ANESTEZJOLOGII I INTENSYWNEJ TERAPII,,NYSA 48-300 BOHATERÓW WARSZAWY 23,50.47137455,17.3294028740279,hospital,24/7,774087942,
UNIWERSYTECKI SZPITAL KLINICZNY W OPOLU,,OPOLE 45-401 ALEJA WINCENTEGO WITOSA 26,50.6766038,17.9753298,hospital,24/7,"774520745,774520300,774520302,774520304,774520305",
SZPITAL WOJEWÓDZKI IM. DR. LUDWIKA RYDYGIERA,,SUWAŁKI 16-400 SZPITALNA 60,54.1190623,22.9262896196223,hospital,24/7,875629421,
LUBUSKI SZPITAL SPECJALISTYCZNY PULMONOLOGICZNO-KARDIOLOGICZNY W TORZYMIU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,TORZYM/ 66-235 WOJSKA POLSKIEGO 52,52.3148823,15.0632145,hospital,24/7,683416300,
NOWY SZPITAL W SZPROTAWIE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,SZPROTAWA 67-300 HENRYKOWSKA 1,51.56724245,15.5529162295467,hospital,24/7,412403628,
PARAMEDIC 24 SP. Z O. O. POGOTOWIE RATUNKOWE,,SZCZECIN 71-040 GEN. JÓZEFA HALLERA 11,53.439846,14.54859,transport,24/7,601632822,
116 SZPITAL WOJSKOWY Z PRZYCHODNIĄ SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ,,OPOLE 45-759 WALEREGO WRÓBLESKIEGO 46;,50.670192,17.927095,hospital,24/7,261625129,
SAMODZIELNY PUBLICZNY WOJEWÓDZKI SZPITAL ZESPOLONY ,,SZCZECIN 71-455 ARKOŃSKA 4 ,53.453058,14.525886,hospital,24/7,"918139045,918139009,918139330",
SP ZOZ 107 SZPITAL WOJSKOWY W WAŁCZU ,,WAŁCZ 78-600 KOŁOBRZESKA 44 ,53.2831065,16.460239,hospital,24/7,261472912,
