name,operator,address,lat,lon,point_type,opening_hours,phone,prepare_instruction
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W CZŁUCHOWIE,,CZŁUCHÓW / 77-300 / UL. SZCZECIŃSKA 16,53.6609588,17.353631399999998,hospital,24/7,598342459,
WOJEWÓDZKI SZPITAL SPECJALISTYCZNY IM. JANUSZA KORCZAKA W SŁUPSKU SPÓŁKA Z,,SŁUPSK / 76-200 / UL. HUBALCZYKÓW 1,54.45168510000001,17.0637619,hospital,24/7,598460600,
SZPITAL SPECJALISTYCZNY IM. J. K. ŁUKOWICZA W CHOJNICACH,,CHOJNICE / 89-600 / UL. LEŚNA 10,53.7124365,17.5483145,hospital,24/7,523956769,
7 SZPITAL MARYNARKI WOJENNEJ Z PRZYCHODNIĄ SAMODZIELNY PUBLICZNY,,GDAŃSK80-305UL. POLANKI 117,54.393883,18.56726,hospital,24/7,585526326,
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ MINISTERSTWA SPRAW,,GDAŃSK / 80-104 / UL. KARTUSKA 4/6,54.3507893,18.6353301,hospital,24/7,583098200,
UNIWERSYTECKIE CENTRUM MEDYCYNY MORSKIEJ I TROPIKALNEJ,,GDYNIA / 81-519 / UL. POWSTANIA STYCZNIOWEGO 9B,54.4874074,18.5488374,hospital,24/7,586998506,
SZPITALE TCZEWSKIE SPÓŁKA AKCYJNA,,TCZEW / 83-110 / UL. WOJSKA POLSKIEGO 5,54.08610005,18.789810645151,hospital,24/7,587776673,
POMORSKIE CENTRUM TOKSYKOLOGII SPÓŁKA Z OGRANICZONĄ,,GDAŃSK / 80-104 / UL. KARTUSKA 4/6,54.3507893,18.6353301,hospital,24/7,586820404,
SZPITAL DZIECIĘCY POLANKI IM. MACIEJA PŁAŻYŃSKIEGO W GDAŃSKU SPÓŁKA Z,,GDAŃSK / 80-308 / UL. POLANKI 119,54.39553395,18.561061399172896,hospital,24/7,585209300,
SZPITAL SPECJALISTYCZNY W PRABUTACH SPÓŁKA Z OGRANICZONĄ,,PRABUTY / 82-550 / UL. KURACYJNA 30,53.7380131,19.207888472655398,hospital,24/7,552624328,
SZPITAL SPECJALISTYCZNY W KOŚCIERZYNIE SPÓŁKA Z OGRANICZONĄ,,KOŚCIERZYNA / 83-400 / UL. ALOJZEGO PIECHOWSKIEGO 36,54.1212073,17.949461275287,hospital,24/7,586860111,
SZPITAL MIEJSKI W MIASTKU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,MIASTKO77-200UL. GEN. J. WYBICKIEGO 30,54.011965,16.984461,hospital,24/7,"598570900,598570916,598570917,598570934,598570902",
FALCK MEDYCYNA SPÓŁKA Z OGRANICZONĄ,,WARSZAWA / 01-102 / UL.  JANA OLBRACHTA 94,52.2345364,20.9288174841809,hospital,24/7,225359100,
MEGREZ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,TYCHY 43-100 EDUKACJI 102,50.11318685,19.008421779862303,hospital,24/7,323255148,
SZPITAL POLSKI IM. ŚW. ELŻBIETY,,TYCHY 43-100 EDUKACJI 102,50.11318685,19.008421779862303,hospital,24/7,327586701,
SZPITAL POWIATOWY W ZAWIERCIU,,ZAWIERCIE 42-400 MIODOWA 14,50.48177495,19.40880931460769,hospital,24/7,326740200,
SZPITAL REJONOWY IM. DR. JÓZEFA ROSTKA W RACIBORZU,,RACIBÓRZ 47-400 GAMOWSKA 3,50.1016677,18.2023529,hospital,24/7,327555000,
ZDROWOTNEJ POLSKIEJ GRUPY MEDYCZNEJ IM. POLONII ŚWIATA,,RACIBÓRZ 47-400 GAMOWSKA 3A,50.1168972,18.1407407,hospital,24/7,324545985,
SZPITAL SPECJALISTYCZNY NR 1 W BYTOMIU,,BYTOM 41-902 STEFANA ŻEROMSKIEGO 7,50.35253005,18.9223490382014,hospital,24/7,323963200,
ODDZIAŁ OBSERWACYJNO-ZAKAŹNY,,BYTOM 41-902 ALEJA LEGIONÓW 49,50.35365345,18.911896361047106,hospital,24/7,322819241,
SZPITAL SPECJALISTYCZNY W CHORZOWIE,,CHORZÓW 41-500 ZJEDNOCZENIA 10,50.292197,18.9531059408123,hospital,24/7,323463615,
WOJEWÓDZKI SZPITAL SPECJALISTYCZNY IM. N.M.P.,,CZĘSTOCHOWA 42-200 BIALSKA 104/118,50.83005025,19.0920863648342,hospital,24/7,343673000,
ODDZIAŁ OBSERWACYJNO-ZAKAŹNY,,CZĘSTOCHOWA 42-200 PCK 7,50.8295982,19.1129477512973,hospital,24/7,343673015,
ZESPÓŁ ZAKŁADÓW OPIEKI ZDROWOTNEJ W CIESZYNIE,,CIESZYN 43-400 BIELSKA 4,49.7462769,18.6389878,hospital,24/7,338549200,
404 SOSNOWCU,,SOSNOWIEC 41-200 UL. TEATRALNA 9,50.27057155,19.125206248676697,hospital,24/7,323636032,
BIELSKIE POGOTOWIE RATUNKOWE,,BIELSKO-BIAŁA 43-300 UL. EMILII PLATER 14,49.820159,19.0248275,hospital,24/7,338159045,
WOJEWÓDZKIE POGOTOWIE RATUNKOWE W KATOWICACH,,KATOWICE 40-024 UL. POWSTAŃCÓW 52,50.2516874,19.0328129,hospital,24/7,326093140,
SP ZOZ STACJA POGOTOWIA RATUNKOWEGO,,CZĘSTOCHOWA 42-202 UL. JANA KILIŃSKIEGO 10,50.81313105,19.1142403899889,transport,24/7,343785233,
SP ZOZ ZESPÓŁ OPIEKI ZDROWOTNEJ W LUBLIŃCU,,LUBLINIEC 42-700 UL. SOBIESKIEGO 9,50.66526685,18.6809904616172,hospital,24/7,343506380,
SP ZESPÓŁ OPIEKI ZDROWOTNEJ W MYSZKOWIE,,MYSZKÓW 42-300 UL. ALEJA WOLNOŚCI 29,50.5726125,19.3068908,hospital,24/7,343138880,
WODZISŁAWIU ŚLĄSKIM Z SIEDZIBĄ W WODZISŁAWIU ŚLĄSKIM,,WODZISŁAW ŚLĄSKI 44-300 UL. 26 MARCA 51,50.0087305,18.4642327,hospital,24/7,324591800,
ZESPÓŁ OPIEKI ZDROWOTNEJ W KŁOBUCKU,,KŁOBUCK 42-100 UL. 11 LISTOPADA 5C,50.90664005,18.9374659397547,hospital,24/7,343172206,
472 WIECZOREK SPÓŁKA JAWNA,,BYTOM 41-902 UL. POWSTAŃCÓW WARSZAWSKICH 64B/1,50.3481648,18.9156801,hospital,24/7,327454237,
JURA RESCUE TEAM S.C.,,ZAWIERCIE 42-400 UL. WŁADYSŁAWA JAGIEŁŁY 10,50.4975902,19.42297,hospital,24/7,513131273,
493 DANIEL PORC,,DĄBROWA GÓRNICZA 42-530 UL. MODRZEJOWSKA 2,50.3106727,19.284875600000003,hospital,24/7,530234316,
503 ESKULAP WYJAZDOWA POMOC MEDYCZNA,,ZABRZE 41-818 UL. JANA HEWELIUSZA 13,50.33025895,18.7746136259663,hospital,24/7,500047483,
ODDZIAŁ CHORÓB ZAKAŹNYCH,,OPOLE/45-061/ KATOWICKA 64,50.67073455,17.9362909487377,hospital,24/7,774433043,
ODDZIAŁ ANESTEZJOLOGII I INTENSYWNEJ TERAPII,,OPOLE/45-061/ KATOWICKA 64,50.67073455,17.9362909487377,hospital,24/7,"774433599,774433385,774433386,774433316,774433315",
ODDZIAŁ PULMONOLOGII,,OPOLE/45-061/ KATOWICKA 64,50.67073455,17.9362909487377,hospital,24/7,"774433284,774433253,774433241,774433282,774433285",
SP ZAKŁAD OPIEKI ZDROWOTNEJ MSWIA W OPOLU,,OPOLE/45-075/KRAKOWSKA 44,50.66337410000001,17.9253812435547,hospital,24/7,774011100,
SP ZESPÓŁ OPIEKI ZDROWOTNEJ W KĘDZIERZYNIE-KOŹLU,,KĘDZIERZYN-KOŹLE/47-200/ 24 KWIETNIA 5,50.33216785,18.1497321430775,hospital,24/7,774062500,
BRZESKIE CENTRUM MEDYCZNE,,BRZEG49-301SERGIUSZA MOSSORA 1,50.857257,17.477543,hospital,24/7,774446536,
ODDZIAŁ ANESTEZJOLOGII I INTENSYWNEJ TERAPII,,BRZEG49-301SERGIUSZA MOSSORA 1,50.857257,17.477543,hospital,24/7,"774446614,774446610,774446609",
ODDZIAŁ CHORÓB WEWNĘTRZNYCH,,GŁUBCZYCE48-100SKŁODOWSKIEJ 26,50.91148,13.318442999999998,hospital,24/7,"774801109,774801107,774801108",
POWIATOWE CENTRUM ZDROWIA S.A. W KLUCZBORKU,,KLUCZBORK46-200SKŁODOWSKIEJ-CURIE 23,50.911207,13.31769,hospital,24/7,774173500,
ODDZIAŁ CHORÓB WEWNĘTRZNYCH,,KLUCZBORK46-200SKŁODOWSKIEJ-CURIE 23,50.911207,13.31769,hospital,24/7,"774173561,774173559,774173558,774173560,774173565",
OPOLSKIE CENTRUM RATOWNICTWA MEDYCZNEGO,,OPOLE/45-369 /ADAMA MICKIEWICZA 2-4,50.6664716,17.938135600000006,hospital,24/7,774413639,
ZESPÓŁ TRANSPORTU SANITARNEGO,,OPOLE/45-369 /ADAMA MICKIEWICZA 2-4,50.6664716,17.938135600000006,transport,24/7,"600498685,690497875,774413600,775513601",
"KLINICZNE CENTRUM GINEKOLOGII, POŁOŻNICTWA I NEONATOLOGII W OPOLU",,OPOLE/45-057/REYMONTA 8,50.66681125,17.9284108619044,hospital,24/7,774545401,
WOJEWÓDZKI SZPITAL SPECJALISTYCZNY IM. ŚW. JADWIGI W OPOLU,,OPOLE/ 45-221/WODOCIĄGOWA 4,50.6760187,17.940564594867002,hospital,24/7,775414200,
PRUDNICKIE CENTRUM MEDYCZNE SPÓŁKA AKCYJNA W PRUDNIKU,,PRUDNIK/ 48-200/SZPITALNA 14,50.32361145,17.5692491745991,hospital,24/7,774067800,
SZPITAL OGÓLNY IM. DR WITOLDA GINELA W GRAJEWIE,,"GRAJEWO 19-200, KONSTYTUCJI 3 MAJA 34",53.64611755,22.4699462806249,hospital,24/7,862723271,
PRZEDSIĘBIORSTWO OPIEKI SZPITALNEJ - ODDZIAŁ OBSERWACYJNO - ZAKAŹNY,,"GRAJEWO 19-200, KONSTYTUCJI 3 MAJA 34",53.64611755,22.4699462806249,hospital,24/7,862723271,
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W AUGUSTOWIE,,"AUGUSTÓW, 16-300, SZPITALNA 12",53.84801750000001,22.9887483,hospital,24/7,876444284,
SZPITAL - ODDZIAŁ OBSERWACYJNO - ZAKAŹNY,,"AUGUSTÓW, 16-300, SZPITALNA 12",53.84801750000001,22.9887483,hospital,24/7,876444250,
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W HAJNÓWCE,,"HAJNÓWKA, 17-200 DOC. ADAMA
DOWGIRDA, 9",52.741585,23.586658,hospital,24/7,856829202,
SZPITAL IM. LEK. WŁODZIMIERZA MANTIUKA - ODDZIAŁ OBSERWACYJNO-,,"HAJNÓWKA, 17-200, DOC. ADAMA
DOWGIRDA, 9",52.741585,23.586658,hospital,24/7,606997561,
SZPITAL WOJEWÓDZKI IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO W ŁOMŻY,,676 PIŁSUDSKIEGO 11,53.77287610000001,20.5003733,hospital,24/7,864733624,
SZPITAL SPECJALISTYCZNY - KLINIKA CHORÓB ZAKAŹNYCH I NEUROINFEKCJI,,15-540 BIAŁYSTOK UL. ŻURAWIA 14,53.1097655,23.1891930013353,hospital,24/7,857409573,
UNIWERSYTECKI DZIECIĘCY SZPITAL KLINICZNY IM. L. ZAMENHOFA W,,"BIAŁYSTOK 15-274, JERZEGO
WASZYNGTONA, 17",53.124021,23.155517,hospital,24/7,857450500,
DZIECIĘCY SZPITAL UNIWERSYTECKI - KLINIKA OBSERWACYJNO - ZAKAŹNA DZIECI,,"BIAŁYSTOK 15-274, JERZEGO
WASZYNGTONA, 17",53.124021,23.155517,hospital,24/7,857450693,
WOJEWÓDZKA STACJA POGOTOWIA RATUNKOWEGO SP ZOZ W SUWAŁKACH,,"UL. MICKIEWICZA 11, 16-400 SUWAŁKI",54.063077,22.964111,transport,24/7,875662268,
WOJEWÓDZKA STACJA POGOTOWIA RATUNKOWEGO SAMODZIELNY PUBLICZNY,,"UL. SZOSA ZAMBROWSKA 1/19, 18-400
ŁOMŻA",53.174714,22.07887,transport,24/7,862166215,
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ WOJEWÓDZKA STACJA,,"UL. POLESKA 89, 15-874 BIAŁYSTOK",53.13769,23.144253,hospital,24/7,856637301,
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ MINISTERSTWA SPRAW,,"BIAŁYSTOK, 15-471, UL. FABRYCZNA 27",53.13935395,23.165827503804607,hospital,24/7,858693550,
"STOWARZYSZENIE POMOCY RODZINOM
""NADZIEJA""",,"ŁOMŻA, 18-400, UL. ZAWADZKA 55",53.15781850000001,22.075732555469198,hospital,24/7,600101162,
SZPITAL UNIWERSYTECKI W KRAKOWIE - SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ,,"KRAKÓW, 30-688,  UL. M. JAKUBOWSKIEGO 2",50.052652,19.987345,hospital,24/7,124002000,
SZPITAL SPECJALISTYCZNY IM. STEFANA ŻEROMSKIEGO SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W KRAKOWIE,,"KRAKÓW, 31-913, OS. NA SKARPIE 66",50.06550345,20.0461958962875,hospital,24/7,"126229403,126229390,126229502",
SPECJALISTYCZNY SZPITAL IM. E. SZCZEKLIKA W TARNOWIE,,"TARNÓW, 33-100, UL. SZPITALNA 13",50.0161723,20.9947686,hospital,24/7,146310100,
SPECJALISTYCZNY SZPITAL IM. E. SZCZEKLIKA W TARNOWIE,,"TARNÓW, 33-100, UL. SZPITALNA 13",50.0161723,20.9947686,hospital,24/7,"146310498,146310419,146310508",
SZPITAL SPECJALISTYCZNY IM. JĘDRZEJA ŚNIADECKIEGO W NOWYM SĄCZU,,"NOWY SĄCZ, 33 - 300, UL. MŁYŃSKA 10",49.61975215,20.7003043172548,hospital,24/7,8184438877,
SZPITAL SPECJALISTYCZNY IM. JĘDRZEJA ŚNIADECKIEGO W NOWYM SĄCZU,,"DĄBROWA 1, WIELOGŁOWY 33-311",49.6731,20.69125,hospital,24/7,8184432123,
NOWY SZPITAL W OLKUSZU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,"OLKUSZ, 32-300, UL. 1000-LECIA 13",50.268612,19.570096,hospital,24/7,8412401200,
SAMODZIELNY PUBLICZNY ZESPÓŁ OPIEKI ZDROWOTNEJ W PROSZOWICACH,,"PROSZOWICE, 32-100, UL. MIKOŁAJA KOPERNIKA 13",50.18590560000001,20.2990295,hospital,24/7,"123865210,123865211,123865160",
SZPITAL ŚW. ANNY W MIECHOWIE,,"MIECHÓW, 32-200, UL. SZPITALNA 3",50.35397070000001,20.0345555,hospital,24/7,413820100,
SZPITAL ŚW. ANNY W MIECHOWIE,,"MIECHÓW, 32-200, UL. SZPITALNA 3",50.35397070000001,20.0345555,hospital,24/7,"413820289,413820364,413820299",
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ - SĄDECKIE POGOTOWIE RATUNKOWE,,"UL. ŚNIADECKICH 15, 33-300 NOWY SĄCZ",49.6167789,20.7033002,hospital,24/7,8184420949,
PODHALAŃSKI SZPITAL SPECJALISTYCZNY IM. JANA PAWŁA II W NOWYM TARGU,,"UL. SZPITALNA 14, 34-400 NOWY TARG",49.49013635,20.0276193429691,hospital,24/7,8182633001,
MAŁOPOLSKA KOLUMNA TRANSPORTU SANITARNEGO W TARNOWIE,,"UL. CHYSZOWSKA 10, 33-100 TARNÓW",50.00912965,20.959394898206803,transport,24/7,8146210498,
SZPITAL POWIATOWY W LIMANOWEJ IMIENIA MIŁOSIERDZIA BOŻEGO,,"UL. PIŁSUDSKIEGO 61, 34-600 LIMANOWA",49.716558,20.413766,hospital,24/7,8183301700,
POWIATOWA STACJA POGOTOWIA RATUNKOWEGO W TARNOWIE,,"AL. MATKI BOŻEJ FATIMSKIEJ  2, 33-100 TARNÓW",50.016426,20.9918184556121,transport,24/7,8146217791,
"SAMODZIELNY PUBLICZNY SZPITAL KLINICZNY NR1 W LUBLINIE,",,"LUBLIN, 20-081,  UL. STASZICA 16",51.2506105,22.562516407284196,hospital,24/7,815323935,
LECZNICTWO SZPITALNE SPSK NR 1 W LUBLINIE,,"LUBLIN, 20-081,  UL. STASZICA 16",51.2506105,22.562516407284196,hospital,24/7,815323935,
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W ŁUKOWIE,,"ŁUKÓW, 21-400,  UL. DOKTORA A. ROGALIŃSKIEGO 3",51.931985,22.379575,hospital,24/7,257982980,
SAMODZIELNY PUBLICZNY SZPITAL WOJEWÓDZKI IM. JANA BOŻEGO W LUBLINIE,,"LUBLIN,  20-089, UL. MIECZYSŁAWA BIERNACKIEGO 9",51.25574145,22.56767118655301,hospital,24/7,817402039,
WOJEWÓDZKI SZPITAL SPECJALISTYCZNY W BIAŁEJ PODLASKIEJ,,"BIAŁA PODLASKA, 21-500 , UL. TEREBELSKA 57-65",52.0465,23.11073,hospital,24/7,834147211,
SAMODZIELNY PUBLICZNY WOJEWÓDZKI SZPITAL SPECJALISTYCZNY W CHEŁMIE-SZPITAL,,"CHEŁM, 22-100,  UL. SZPITALNA 53B",51.1486152,23.4564193,hospital,24/7,825623223,
SAMODZIELNY PUBLICZNY ZESPÓŁ OPIEKI ZDROWOTNEJ W TOMASZOWIE LUBELSKIM,,"TOMASZÓW LUBELSKI, 22-600 , UL. ALEJE GRUNWALDZKIE 1",50.443058,23.4159827,hospital,24/7,846644411,
SZPITAL,,"TOMASZÓW LUBELSKI, 22-600 , UL. ALEJE GRUNWALDZKIE 1",50.443058,23.4159827,hospital,24/7,846644411,
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W PUŁAWACH,,"PUŁAWY, 24-100 , UL. JÓZEFA BEMA 1",51.420829,21.9750042,hospital,24/7,814502274,
SZPITAL,,"BIŁGORAJ, 23-400, UL. POJASKA 5",50.52952125,22.7136909065445,hospital,24/7,846882205,
SAMODZIELNA PUBLICZNA STACJA POGOTOWIA RATUNKOWEGO I TRANSPORTU SANITARNEGO W ZAMOŚCIU,,"ZAMOŚĆ, 22-400 , STAROWIEJSKA 23",50.7315779,23.273673,transport,24/7,846384065,
WOJEWÓDZKIE POGOTOWIE RATUNKOWE SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W LUBLINIE,,"LUBLIN, 20-043, UL. SPADOCHRONIARZY 8",51.2482238,22.5320237,hospital,24/7,815337790,
STACJA POGOTOWIA RATUNKOWEGO SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W BIAŁEJ PODLASKIEJ,,"BIAŁA PODLASKA, 21-500, WARSZAWSKA 20",52.03124105,23.109654608501202,transport,24/7,833434068,
STACJA RATOWNICTWA MEDYCZNEGO W CHEŁMIE SPZOZ,,"CHEŁM, 22-100 , REJOWIECKA 128",51.14639620000001,23.4373763,transport,24/7,825655234,
SZPITAL UNIWERSYTECKI IMIENIA KAROLA MARCINKOWSKIEGO W ZIELONEJ GÓRZE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,ZIELONA GÓRA/ 65-046/ UL. ZYTY 26,51.94147015,15.5194597114492,hospital,24/7,"683296478,683296481,683296200",
WIELOSPECJALISTYCZNY SZPITAL WOJEWÓDZKI W GORZOWIE WLKP. SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,GORZÓW WIELKOPOLSKI/ 66-400/ UL. JANA DEKERTA 1,52.76355229999999,15.237710072630101,hospital,24/7,957332249,
ODDZIAŁ ANESTEZJOLOGII I INTENSYWNEJ TERAPII,,GORZÓW WIELKOPOLSKI/ 66-400/ UL. FRANCISZKA WALCZAKA 42,52.75751395,15.2700392253143,hospital,24/7,957332258,
105. KRESOWY SZPITAL WOJSKOWY Z PRZYCHODNIĄ SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ,,ŻARY/ 68-200/ UL. DOMAŃSKIEGO 2,51.641569200000006,15.148486262213302,hospital,24/7,684708849,
ODDZIAŁ POŁOŻNICZO-GINEKOLOGICZNY,,ŻAGAŃ/ 68-100/ UL. ŻELAZNA 1A,51.6124839,15.3319936396654,hospital,24/7,684772308,
ODDZIAŁ NOWORODKOWY,,ŻAGAŃ/ 68-100/ UL. ŻELAZNA 1A,51.6124839,15.3319936396654,hospital,24/7,684772312,
ODDZIAŁ PULMONOLOGII Z PODODDZIAŁEM CHORÓB WEWNĘTRZNYCH,,ŻAGAŃ/ 68-100/ UL. ŻELAZNA 1A,51.6124839,15.3319936396654,hospital,24/7,684772293,
WOJEWÓDZKI SZPITAL ZAKAŹNY W WARSZAWIE,,"01-201 WARSZAWA, UL. WOLSKA 37",52.2344027,20.9719530132082,hospital,24/7,223355261,
CHOROBY ZAKAŹNE,,"01-201 WARSZAWA, UL. WOLSKA 37",52.2344027,20.9719530132082,hospital,24/7,223355261,
MAZOWIECKI SZPITAL SPECJALISTYCZNY IM. DR. JÓZEFA PSARSKIEGO W OSTROŁĘCE,,"07-410 OSTROŁĘKA, AL. JANA PAWŁA II 120A",53.0623124,21.5901177,hospital,24/7,"297651263,297651254,297652118",
CHOROBY ZAKAŹNE,,"07-410 OSTROŁĘKA, AL. JANA PAWŁA II 120A",53.0623124,21.5901177,hospital,24/7,"297651263,297651254,297652118",
SAMODZIELNY PUBLICZNY ZAKŁAD OPIEKI ZDROWOTNEJ W SIEDLCACH,,"08 -110 SIEDLCE, UL. JANA KILIŃSKIEGO 29",52.1629329,22.275448,hospital,24/7,256322061,
WOJSKOWY INSTYTUT MEDYCZNY CENTRALNEGO SZPITALA KLINICZNEGO MINISTRESTWA OBRONY NARODOWEJ,,"04-141 WARSZAWA, UL. SZASERÓW 128",52.25207525,21.089092573761306,hospital,24/7,261818622,
CHOROBY ZAKAŹNE,,"04-141 WARSZAWA, UL. SZASERÓW 128",52.25207525,21.089092573761306,hospital,24/7,261818627,
UNIWERSYTECKIE CENTRUM KLINICZNE WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO - DZIECIĘCY SZPITAL KLINICZNY IM. JÓZEFA POLIKARPA BRUDZIŃSKIEGO W WARSZAWIE,,"02-097 WARSZAWA, UL. BANACHA 1A",52.2098474,20.9843448,hospital,24/7,223179231,
