name,operator,address,lat,lon,point_type,opening_hours,phone,prepare_instruction
SZPITAL SPECJALISTYCZNY W PRABUTACH SPÓŁKA Z OGRANICZONĄ,,PRABUTY / 82-550 / UL. KURACYJNA 30,53.7380131,19.2078884726554,hospital,24/7,55 262 43 28,
SZPITAL SPECJALISTYCZNY W PRABUTACH SPÓŁKA Z OGRANICZONĄ,,PRABUTY / 82-550 / UL. KURACYJNA 30,53.7380131,19.2078884726554,hospital,24/7,55 262 43 28,
SZPITAL PUCKI SP. Z O.O.,,PUCK84-100UL. 1-GO MAJA 13A,52.550815,18.49902,hospital,24/7,58 380 02 91 / 58 380 16 61,
SZPITAL PUCKI SP. Z O.O.,,PUCK84-100UL. 1-GO MAJA 13A,52.550815,18.49902,hospital,24/7,58 380 02 91 / 58 380 16 61,
SZPITAL SPECJALISTYCZNY W KOŚCIERZYNIE SPÓŁKA Z OGRANICZONĄ,,KOŚCIERZYNA / 83-400 / UL. ALOJZEGO PIECHOWSKIEGO 36,54.1212073,17.949461275287,hospital,24/7,58 686 01 11,
SZPITAL SPECJALISTYCZNY W KOŚCIERZYNIE SPÓŁKA Z OGRANICZONĄ,,KOŚCIERZYNA / 83-400 / UL. ALOJZEGO PIECHOWSKIEGO 36,54.1212073,17.949461275287,hospital,24/7,58 686 01 11,
SZPITAL SPECJALISTYCZNY W KOŚCIERZYNIE SPÓŁKA Z OGRANICZONĄ,,DZIERŻĄŻNO / 83-332 / UL. SZPITALNA 36,54.32765245,18.2609269785029,hospital,24/7,58 686 01 11,
SZPITAL MIEJSKI W MIASTKU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,MIASTKO77-200UL. GEN. J. WYBICKIEGO 30,54.011965,16.984461,hospital,24/7,59 857 09 00 / 59 857 09 16 / 59 857 09 17 / 59 857 09 34 / 59 857 09 02,
SZPITAL MIEJSKI W MIASTKU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,MIASTKO77-200UL. GEN. J. WYBICKIEGO 30,54.011965,16.984461,hospital,24/7,59 857 09 00 / 59 857 09 16 / 59 857 09 17 / 59 857 09 34 / 59 857 09 02,
FALCK MEDYCYNA SPÓŁKA Z OGRANICZONĄ,,WARSZAWA / 01-102 / UL.  JANA OLBRACHTA 94,52.2345364,20.9288174841809,hospital,24/7,"22 535 91 00, 22 535 91 01",
FALCK MEDYCYNA REGION POMORSKI,,GDAŃSK / 80-371/ UL. JAGIELLOŃSKA 13,54.4132249,18.5933468,hospital,24/7,"22 535 91 00, 22 535 91 01",
FALCK MEDYCYNA REGION POMORSKI,,WEJHEROWO / 84-200/ UL. GDAŃSKA 47,54.602426,18.2858704185185,hospital,24/7,"22 535 91 00, 22 535 91 01",
FALCK MEDYCYNA REGION POMORSKI,,BOLESŁAWICE / 76-251/ UL. SŁUPSKA 5,54.4503697,16.9648202,hospital,24/7,"22 535 91 00, 22 535 91 01",
FALCK MEDYCYNA REGION POMORSKI,,TCZEW / 83-110/ UL. 1 MAJA 20,54.0927249,18.7977563,hospital,24/7,"22 535 91 00, 22 535 91 01",
FALCK MEDYCYNA REGION POMORSKI,,CZŁUCHÓW / 77-300/ ALEJA WOJSKA POLSKIEGO 3,53.6683758,17.3602103702632,hospital,24/7,"22 535 91 00, 22 535 91 01",
FALCK MEDYCYNA REGION POMORSKI,,WIELKI KLINCZ / 83-423/ UL. DERDOWSKIEGO 3,54.1014183,18.0608361,hospital,24/7,"22 535 91 00, 22 535 91 01",
MEGREZ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,TYCHY 43-100 EDUKACJI 102,50.11318685,19.0084217798623,hospital,24/7,32 325 51 48,
WOJEWÓDZKI SZPITAL SPECJALISTYCZNY,,TYCHY 43-100 EDUKACJI 102,50.11318685,19.0084217798623,hospital,24/7,32 325 51 48,
AMERICAN HEART OF POLAND SPÓŁKA AKCYJNA,,"USTROŃ, 43-450,  UL. SANATORYJNA 1",49.7246591,18.8252027531806,hospital,24/7,32 760 46 00,
SZPITAL POLSKI IM. ŚW. ELŻBIETY,,TYCHY 43-100 EDUKACJI 102,50.11318685,19.0084217798623,hospital,24/7,32 758 67 01,
SZPITAL POWIATOWY W ZAWIERCIU,,ZAWIERCIE 42-400 MIODOWA 14,50.48177495,19.4088093146077,hospital,24/7,32 674 02 00,
SZPITAL,,ZAWIERCIE 42-400 MIODOWA 14,50.48177495,19.4088093146077,hospital,24/7,32 674 02 00,
SZPITAL REJONOWY IM. DR. JÓZEFA ROSTKA W RACIBORZU,,RACIBÓRZ 47-400 GAMOWSKA 3,50.1016677,18.2023529,hospital,24/7,32 755 50 00,
SZPITAL RACIBÓRZ,,RACIBÓRZ 47-400 GAMOWSKA 3,50.1016677,18.2023529,hospital,24/7,32 755 50 00,
SCANMED,,KRAKÓW 30-150 ARMII KRAJOWEJ 18,50.07179465,19.8959748309906,hospital,24/7,32 755 50 00,
ZDROWOTNEJ POLSKIEJ GRUPY MEDYCZNEJ IM. POLONII ŚWIATA,,RACIBÓRZ 47-400 GAMOWSKA 3A,50.1168972,18.1407407,hospital,24/7,32 454 59 85,
SZPITAL SPECJALISTYCZNY NR 1 W BYTOMIU,,BYTOM 41-902 STEFANA ŻEROMSKIEGO 7,50.35253005,18.9223490382014,hospital,24/7,32 396 32 00,
ODDZIAŁY I PRACOWNIE,,BYTOM 41-902 STEFANA ŻEROMSKIEGO 7,50.35253005,18.9223490382014,hospital,24/7,32 396 32 00,
ODDZIAŁ OBSERWACYJNO-ZAKAŹNY,,BYTOM 41-902 ALEJA LEGIONÓW 49,50.35365345,18.9118963610471,hospital,24/7,32 281 92 41,
SZPITAL SPECJALISTYCZNY W CHORZOWIE,,CHORZÓW 41-500 ZJEDNOCZENIA 10,50.292197,18.9531059408123,hospital,24/7,32 346 36 15,
SZPITAL,,CHORZÓW 41-500 ZJEDNOCZENIA 10,50.292197,18.9531059408123,hospital,24/7,32 346 36 15,
WOJEWÓDZKI SZPITAL SPECJALISTYCZNY IM. N.M.P.,,CZĘSTOCHOWA 42-200 BIALSKA 104/118,50.83005025,19.0920863648342,hospital,24/7,34 367 30 00,
SZPITAL SPECJALISTYCZNY,,CZĘSTOCHOWA 42-200 BIALSKA 104/118,50.83005025,19.0920863648342,hospital,24/7,34 367 30 00,
ODDZIAŁ OBSERWACYJNO-ZAKAŹNY,,CZĘSTOCHOWA 42-200 PCK 7,50.8295982,19.1129477512973,hospital,24/7,34 367 30 15,
ZESPÓŁ ZAKŁADÓW OPIEKI ZDROWOTNEJ W CIESZYNIE,,CIESZYN 43-400 BIELSKA 4,49.7462769,18.6389878,hospital,24/7,33 854 92 00,
SZPITAL ŚLĄSKI,,CIESZYN 43-400 BIELSKA 4,49.7462769,18.6389878,hospital,24/7,33 854 92 00 SP ZOZ REJONOWE POGOTOWIE RATUNKOWE W,
404 SOSNOWCU,,SOSNOWIEC 41-200 UL. TEATRALNA 9,50.27057155,19.1252062486767,hospital,24/7,32 363 60 32,
ZESPÓŁ TRANSPORTU SANITARNEGO,,SOSNOWIEC 41-200 UL. TEATRALNA 9,50.27057155,19.1252062486767,transport,24/7,412,
BIELSKIE POGOTOWIE RATUNKOWE,,BIELSKO-BIAŁA 43-300 UL. EMILII PLATER 14,49.820159,19.0248275,hospital,24/7,33 815 90 45,
ZESPÓŁ TRANSPORTU SANITARNEGO,,BIELSKO-BIAŁA 43-300 UL. EMILII PLATER 14,49.820159,19.0248275,transport,24/7,420,
WOJEWÓDZKIE POGOTOWIE RATUNKOWE W KATOWICACH,,KATOWICE 40-024 UL. POWSTAŃCÓW 52,50.2516874,19.0328129,hospital,24/7,32 609 31 40,
ZESPÓŁ TRANSPORTU SANITARNEGO,,RYBNIK 44-200 UL. ENERGETYKÓW 46,50.1124298,18.5206971221805,transport,24/7,428,
SP ZOZ STACJA POGOTOWIA RATUNKOWEGO,,CZĘSTOCHOWA 42-202 UL. JANA KILIŃSKIEGO 10,50.81313105,19.1142403899889,transport,24/7,34 378 52 33,
ZESPÓŁ TRANSPORTU SANITARNEGO,,CZĘSTOCHOWA 42-202 UL. JANA KILIŃSKIEGO 10,50.81313105,19.1142403899889,transport,24/7,436,
SP ZOZ ZESPÓŁ OPIEKI ZDROWOTNEJ W LUBLIŃCU,,LUBLINIEC 42-700 UL. SOBIESKIEGO 9,50.66526685,18.6809904616172,hospital,24/7,34 350 63 80,
ZESPÓŁ TRANSPORTU SANITARNEGO,,LUBLINIEC 42-700 UL. GRUNWALDZKA  9,50.6675901,18.6792785,transport,24/7,444,
SP ZESPÓŁ OPIEKI ZDROWOTNEJ W MYSZKOWIE,,MYSZKÓW 42-300 UL. ALEJA WOLNOŚCI 29,50.5726125,19.3068908,hospital,24/7,34 313 88 80,
ZESPÓŁ TRANSPORTU SANITARNEGO,,MYSZKÓW 42-300 UL. ALEJA WOLNOŚCI 29,50.5726125,19.3068908,transport,24/7,452 PP ZAKŁAD OPIEKI ZDROWOTNEJ W RYDUŁTOWACH I,
WODZISŁAWIU ŚLĄSKIM Z SIEDZIBĄ W WODZISŁAWIU ŚLĄSKIM,,WODZISŁAW ŚLĄSKI 44-300 UL. 26 MARCA 51,50.0087305,18.4642327,hospital,24/7,32 459 18 00,
ZESPÓŁ TRANSPORTU SANITARNEGO,,RYDUŁTOWY 44-280 UL. PLEBISCYTOWA 47,50.0589301,18.4230592331034,transport,24/7,462,
ZESPÓŁ OPIEKI ZDROWOTNEJ W KŁOBUCKU,,KŁOBUCK 42-100 UL. 11 LISTOPADA 5C,50.90664005,18.9374659397547,hospital,24/7,34 317 22 06,
ZESPÓŁ TRANSPORTU SANITARNEGO,,KŁOBUCK 42-100 UL. STASZICA 28,50.899224,18.935415,transport,24/7,470 ZBM ZDROWIE MARIA SADOWSKA-WIECZOREK  BARTOSZ,
472 WIECZOREK SPÓŁKA JAWNA,,BYTOM 41-902 UL. POWSTAŃCÓW WARSZAWSKICH 64B/1,50.3481648,18.9156801,hospital,24/7,32 745 42 37,
ZESPÓŁ TRANSPORTU SANITARNEGO,,BYTOM 41-902 UL. POWSTAŃCÓW WARSZAWSKICH 64B/1,50.3481648,18.9156801,transport,24/7,483,
JURA RESCUE TEAM S.C.,,ZAWIERCIE 42-400 UL. WŁADYSŁAWA JAGIEŁŁY 10,50.4975902,19.42297,hospital,24/7,513131273,
ZESPÓŁ TRANSPORTU SANITARNEGO,,ZAWIERCIE 42-400 UL. MIODOWA 14,50.48177495,19.4088093146077,transport,24/7,491 DANRECH SPECJALISTYCZNY TRANSPORT MEDYCZNY,
493 DANIEL PORC,,DĄBROWA GÓRNICZA 42-530 UL. MODRZEJOWSKA 2,50.3106727,19.2848756,hospital,24/7,530234316,
ZESPÓŁ TRANSPORTU SANITARNEGO,,KATOWICE 40-749 UL. SOKOŁOWSKIEGO 2,50.19716455,19.0406001124002,transport,24/7,501 TOMASZ WINECKI FIRMA  TRANSPORTU SANITARNEGO,
503 ESKULAP WYJAZDOWA POMOC MEDYCZNA,,ZABRZE 41-818 UL. JANA HEWELIUSZA 13,50.33025895,18.7746136259663,hospital,24/7,500047483,
ZESPÓŁ TRANSPORTU SANITARNEGO,,ZABRZE 41-818 UL. JANA HEWELIUSZA 13,50.33025895,18.7746136259663,transport,24/7,511,
SZPITAL WOJEWÓDZKI W OPOLU SPÓŁKA Z O.O.,,OPOLE/45-372/AUGUSTYNA KOŚNEGO 53,50.6715023,17.9360342710196,hospital,24/7,"77 443 31 00,",
ODDZIAŁ CHORÓB ZAKAŹNYCH,,OPOLE/45-061/ KATOWICKA 64,50.67073455,17.9362909487377,hospital,24/7,"77  443 30 43, 77 443 30 44",
ODDZIAŁ ANESTEZJOLOGII I INTENSYWNEJ TERAPII,,OPOLE/45-061/ KATOWICKA 64,50.67073455,17.9362909487377,hospital,24/7,"77 44 33 599, 77 44 33 385, 77 44 33 386, 77 44 33 316, 77 44 33 315",
ODDZIAŁ PULMONOLOGII,,OPOLE/45-061/ KATOWICKA 64,50.67073455,17.9362909487377,hospital,24/7,"77 44 33 284, 77 44 33 253, 77 44 33 241, 77 44 33 282, 77 44 33 285",
SP ZAKŁAD OPIEKI ZDROWOTNEJ MSWIA W OPOLU,,OPOLE/45-075/KRAKOWSKA 44,50.6633741,17.9253812435547,hospital,24/7,77 401 11 00,
ODDZIAŁ ANESTEZJOLOGII I INTENSYWNEJ TERAPII,,OPOLE/45-075/KRAKOWSKA 44,50.6633741,17.9253812435547,hospital,24/7,"77 401 10 10, 77 401 10 11, 77 401 10 15,",
SP ZESPÓŁ OPIEKI ZDROWOTNEJ W KĘDZIERZYNIE-KOŹLU,,KĘDZIERZYN-KOŹLE/47-200/ 24 KWIETNIA 5,50.33216785,18.1497321430775,hospital,24/7,77 406 25 00,
BRZESKIE CENTRUM MEDYCZNE,,BRZEG49-301SERGIUSZA MOSSORA 1,50.857257,17.477543,hospital,24/7,77 444 65 36,
ODDZIAŁ ANESTEZJOLOGII I INTENSYWNEJ TERAPII,,BRZEG49-301SERGIUSZA MOSSORA 1,50.857257,17.477543,hospital,24/7,"77 444 66 14, 77 444 66 10, 77 444 66 09",
ODDZIAŁ CHORÓB WEWNĘTRZNYCH,,GŁUBCZYCE48-100SKŁODOWSKIEJ 26,50.91148,13.318443,hospital,24/7,"77 48 01 109, 77 48 01 107, 77 48 01 108",
POWIATOWE CENTRUM ZDROWIA S.A. W KLUCZBORKU,,KLUCZBORK46-200SKŁODOWSKIEJ-CURIE 23,50.911207,13.31769,hospital,24/7,77 417 35 00,
ODDZIAŁ CHORÓB WEWNĘTRZNYCH,,KLUCZBORK46-200SKŁODOWSKIEJ-CURIE 23,50.911207,13.31769,hospital,24/7,"77 417 35 61, 77 417 35 59, 77 417 35 58, 77 417 35 60, 77 417 35 65",
OPOLSKIE CENTRUM RATOWNICTWA MEDYCZNEGO,,OPOLE/45-369 /ADAMA MICKIEWICZA 2-4,50.6664716,17.9381356,hospital,24/7,77 441 36 39,
ZESPÓŁ TRANSPORTU SANITARNEGO,,OPOLE/45-369 /ADAMA MICKIEWICZA 2-4,50.6664716,17.9381356,transport,24/7,"600 498 685, 690 497 875, 77 441 36 00 , 77 551 36 01",
"KLINICZNE CENTRUM GINEKOLOGII, POŁOŻNICTWA I NEONATOLOGII W OPOLU",,OPOLE/45-057/REYMONTA 8,50.66681125,17.9284108619044,hospital,24/7,77 454 54 01,
ZESPÓŁ OPIEKI ZDROWOTNEJ W BIAŁEJ,,BIAŁA/48-210/ MONIUSZKI 8,50.3871156,17.6619041506566,hospital,24/7,"77 438 70 33, 77 438 72 16",
OPOLSKIE CENTRUM REHABILITACJI SPÓŁKA Z O.O,,KORFANTÓW/ 48-317/WYZWOLENIA 11,50.4883847,17.5929270386197,hospital,24/7,"77 43 44 000, 77 43 44 005",
WOJEWÓDZKI SZPITAL SPECJALISTYCZNY IM. ŚW. JADWIGI W OPOLU,,OPOLE/ 45-221/WODOCIĄGOWA 4,50.6760187,17.940564594867,hospital,24/7,77 54 14 200,
PRUDNICKIE CENTRUM MEDYCZNE SPÓŁKA AKCYJNA W PRUDNIKU,,PRUDNIK/ 48-200/SZPITALNA 14,50.32361145,17.5692491745991,hospital,24/7,77 406 78 00,
KRAPKOWICKIE CENTRUM ZDROWIA,,KRAPKOWICE/ 47-303/XXX-LECIA 21,50.4030799,17.8994008,hospital,24/7,"77 4467228, 77 4467229",
